Seitentitel,URL,Anzahl fehlender Bilder,abgeleitetes Hauptthema,abgeleiteter Seitentyp,empfohlene Bildmotive,Bildposition,empfohlene Bildrolle,Vorschlag 1,Score 1,Begründung 1,Vorschlag 2,Score 2,Begründung 2,Vorschlag 3,Score 3,Begründung 3,Status,Review-Hinweis
Ulm,https://igienair.de/kunden/referenzen/baden-wuerttemberg/ulm/,6,RLT-Reinigung nach VDI 6022 Ulm,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1498239762.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BW/Konstanz/AdobeStock_313266245.jpeg,71,"Stadtordner ""konstanz"" entspricht URL-Slug; Schlagwort-Treffer: kunden, konstanz; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_33_41.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1538px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1458378588.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148048732.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148049184.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1498239762.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Konstanz,https://igienair.de/kunden/referenzen/baden-wuerttemberg/konstanz/,6,Raumlufthygiene Konstanz,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1571250585.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BW/Stuttgart/AdobeStock_135758236.jpeg,71,"Stadtordner ""stuttgart"" entspricht URL-Slug; Schlagwort-Treffer: kunden, stuttgart; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_33_41.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1538px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148048732.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,54,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148049184.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1498239762.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1571250585.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Stuttgart,https://igienair.de/kunden/referenzen/baden-wuerttemberg/stuttgart/,6,Luftkanalreinigung Stuttgart,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1598413630.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,1,Hero,assets/images/Kunden/BW/mannheim/AdobeStock_338542582.jpeg,71,"Stadtordner ""mannheim"" entspricht URL-Slug; Schlagwort-Treffer: kunden, mannheim; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_33_41.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1538px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Kunden/BER/Frankfurt-oder/AdobeStock_525322676.jpeg,57,"Regionaler Kunden-Ordner (ohne exakte Stadt); Schlagwort-Treffer: kunden, ber, frankfurt; Kategorie Standort/Referenz; Rasterbild für Content",assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148049184.jpeg,54,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,54,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Rasterbild für Content",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_148049184.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1498239762.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1571250585.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Mannheim,https://igienair.de/kunden/referenzen/baden-wuerttemberg/mannheim/,6,Saubere Luft für Mannheim,Referenz-Standort,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort; Team; Zertifikate; Unternehmensgebäude,6,Galerie 2,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1598413630.jpeg,48,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",assets/images/rlt hygiene/AdobeStock_1721961150.jpeg,48,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene",weak_match,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Heidelberg,https://igienair.de/kunden/referenzen/baden-wuerttemberg/heidelberg/,6,Saubere Luft für Heidelberg,Referenz-Standort,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Stadt/Region; Industrieumfeld; Team vor Ort,1,Hero,assets/images/Kunden/BW/heidelberg/AdobeStock_167677001.jpeg,71,"Stadtordner ""heidelberg"" entspricht URL-Slug; Schlagwort-Treffer: kunden, heidelberg; Kategorie Standort/Referenz","assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_33_41.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1538px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
